id,date,medtype,medium,headline,value,gold,lemmapos,lemmata
16003,2015-03-17T15:20:37Z,Internet,6 nrc.nl,Kamer: geen extra bezuinigingen op zorg,0,FALSE,N_kamer VNW_geen ADJ_extra N_bezuiniging VZ_op N_zorg,kamer geen extra bezuiniging op zorg
16025,2015-03-18T14:00:20Z,Internet,6 nrc.nl,Je kúnt nog instappen - hoor je ook bij de winnaars op de beurs,1,FALSE,VNW_je WW_kúnt BW_nog WW_instappen WW_horen VNW_je BW_ook VZ_bij N_winnaar VZ_op N_beurs,je kúnt nog instappen horen je ook bij winnaar op beurs
16027,2015-03-18T18:20:48Z,Internet,6 nrc.nl,FED hint op verhogen rente in de zomer,0,FALSE,SPEC_FED N_hint VZ_op WW_verhogen N_rente VZ_in N_zomer,FED hint op verhogen rente in zomer
16053,2015-03-20T05:58:49Z,Internet,6 nrc.nl,Griekenland belooft EU hervormingsvoorstellen,0,FALSE,SPEC_Griekenland WW_beloven SPEC_EU N_hervormingsvoorstellen,Griekenland beloven EU hervormingsvoorstellen
16069,2015-03-20T15:23:50Z,Internet,6 nrc.nl,AEX-index voor het eerst in 7 jaar weer boven de 500 punten,1,FALSE,N_aex-index VZ_voor_het_eerst VZ_in TW_7 N_jaar BW_weer VZ_boven TW_500 N_punt,aex-index voor_het_eerst in 7 jaar weer boven 500 punt
16105,2015-03-23T14:22:14Z,Internet,6 nrc.nl,Geldnood op school: langer lesgeven voor zelfde loon,-1,FALSE,N_geldnood VZ_op N_school ADJ_lang WW_lesgeven VZ_voor ADJ_zelfde N_loon,geldnood op school lang lesgeven voor zelfde loon
16139,2015-03-25T06:18:48Z,Internet,6 nrc.nl,"Meer betalingsachterstand, maar huurders minder vaak uit huis ge",0,FALSE,VNW_veel WW_betalingsachterstand VG_maar N_huurder VNW_minder ADJ_vaak VZ_uit N_huis VNW_ge,veel betalingsachterstand maar huurder minder vaak uit huis ge
16147,2015-03-25T09:15:40Z,Internet,6 nrc.nl,Iedereen wil wel mee op handelsreis naar China,0,FALSE,VNW_iedereen WW_willen BW_wel VZ_mee VZ_op N_handelsreis VZ_naar SPEC_China,iedereen willen wel mee op handelsreis naar China
16167,2015-03-26T08:35:42Z,Internet,6 nrc.nl,"Consumenten besteden 1,8 procent meer - grootste stijging in 4 j",1,FALSE,"N_consument WW_besteden TW_1,8 N_procent VNW_veel ADJ_groot N_stijging VZ_in TW_4 SPEC_j","consument besteden 1,8 procent veel groot stijging in 4 j"
16181,2015-03-26T15:14:05Z,Internet,6 nrc.nl,"Overheidstekort 2,3 procent - ' 'economie klimt voorzichtig uit",0,FALSE,"N_overheidstekort TW_2,3 N_procent N_economie WW_klimmen ADJ_voorzichtig VZ_uit","overheidstekort 2,3 procent economie klimmen voorzichtig uit"
16183,2015-03-26T15:39:27Z,Internet,6 nrc.nl,Snellere verhoging AOW-leeftijd - Klijnsma komt Kamer tegemoet,0,FALSE,ADJ_snel N_verhoging N_aow-leeftijd SPEC_Klijnsma WW_komen SPEC_Kamer BW_tegemoet,snel verhoging aow-leeftijd Klijnsma komen Kamer tegemoet
16235,2015-03-28T19:00:55Z,Internet,6 nrc.nl,"Verborgen werkloosheid, die kruimelbaantjes van jongeren",0,FALSE,ADJ_verborgen N_werkloosheid VNW_die N_kruimelbaan VZ_van ADJ_jong,verborgen werkloosheid die kruimelbaan van jong
16243,2015-03-29T15:13:22Z,Internet,6 nrc.nl,Duizenden Belgen de straat op tegen bezuinigingsbeleid,-1,FALSE,TW_duizend SPEC_Belgen N_straat VZ_op VZ_tegen N_bezuinigingsbeleid,duizend Belgen straat op tegen bezuinigingsbeleid
16249,2015-03-30T04:30:55Z,Internet,6 nrc.nl,Multinationals ontwijken belasting in Griekenland via Nederland,0,FALSE,N_multinational WW_ontwijken N_belasting VZ_in SPEC_Griekenland VZ_via SPEC_Nederland,multinational ontwijken belasting in Griekenland via Nederland
16291,2015-03-31T11:02:48Z,Internet,6 nrc.nl,Resultaat aanpak jeugdwerkloosheid vaag,0,FALSE,N_resultaat N_aanpak N_jeugdwerkloosheid ADJ_vaag,resultaat aanpak jeugdwerkloosheid vaag
16337,2015-04-02T10:20:25Z,Internet,6 nrc.nl,PvdA-fracties in Brussel en Den Haag wijzen omstreden TTIP af,0,FALSE,N_pvda-fractie VZ_in SPEC_Brussel VG_en SPEC_Den_Haag WW_wijzen ADJ_omstreden N_ttip VZ_af,pvda-fractie in Brussel en Den_Haag wijzen omstreden ttip af
16349,2015-04-02T13:49:10Z,Internet,6 nrc.nl,De crisis veroorzaakte een opmars van de brallende klasse,-1,FALSE,N_crisis WW_veroorzaken N_opmars VZ_van WW_brallen N_klasse,crisis veroorzaken opmars van brallen klasse
16359,2015-04-03T05:07:22Z,Internet,6 nrc.nl,Nibud: mbo-studenten dieper in de schulden,-1,FALSE,N_nibud N_mbo-student ADJ_diep VZ_in N_schuld,nibud mbo-student diep in schuld
16371,2015-04-03T08:11:09Z,Internet,6 nrc.nl,Afrika wordt steeds belangrijker voor de Nederlandse export,0,FALSE,SPEC_Afrika WW_worden BW_steeds ADJ_belangrijk VZ_voor ADJ_nederlands N_export,Afrika worden steeds belangrijk voor nederlands export
16383,2015-04-03T21:10:05Z,Internet,6 nrc.nl,Griekenland: we komen onze betaalverplichting aan het IMF na,0,FALSE,SPEC_Griekenland VNW_we WW_komen VNW_ons N_betaalverplichting VZ_aan_het SPEC_IMF VZ_na,Griekenland we komen ons betaalverplichting aan_het IMF na
16415,2015-04-06T05:49:46Z,Internet,6 nrc.nl,Griekenland belooft lening van IMF deze week terug te betalen,0,FALSE,SPEC_Griekenland WW_beloven N_lening VZ_van SPEC_IMF VNW_deze N_week BW_terug VZ_te WW_betalen,Griekenland beloven lening van IMF deze week terug te betalen
16435,2015-04-07T10:43:38Z,Internet,6 nrc.nl,Dijsselbloem wil nog niet zeggen wanneer ABN wel naar beurs kan,0,TRUE,SPEC_Dijsselbloem WW_willen BW_nog BW_niet WW_zeggen VG_wanneer SPEC_ABN BW_wel VZ_naar N_beurs WW_kunnen,Dijsselbloem willen nog niet zeggen wanneer ABN wel naar beurs kunnen
16467,2015-04-08T10:55:56Z,Internet,6 nrc.nl,Griekenland ontkent dat het Rusland om financiële hulp heeft ge,0,FALSE,SPEC_Griekenland WW_ontkennen VG_dat SPEC_Rusland VZ_om ADJ_financieel N_hulp WW_hebben VNW_ge,Griekenland ontkennen dat Rusland om financieel hulp hebben ge
16479,2015-04-08T18:58:42Z,Internet,6 nrc.nl,Rusland overweegt Griekenland toekomstige winst voor te schieten,0,FALSE,SPEC_Rusland WW_overwegen SPEC_Griekenland ADJ_toekomstig N_winst VZ_voor VZ_te WW_schieten,Rusland overwegen Griekenland toekomstig winst voor te schieten
16485,2015-04-09T08:00:36Z,Internet,6 nrc.nl,Huizenprijzen stagneren na voorzichtig herstel,1,FALSE,N_huizenprijs WW_stagneren VZ_na ADJ_voorzichtig N_herstel,huizenprijs stagneren na voorzichtig herstel
16487,2015-04-09T08:06:11Z,Internet,6 nrc.nl,Inflatie neemt opnieuw toe door hogere benzineprijs,0,FALSE,N_inflatie WW_nemen BW_opnieuw VZ_toe VZ_door ADJ_hoog N_benzineprijs,inflatie nemen opnieuw toe door hoog benzineprijs
16491,2015-04-09T09:52:13Z,Internet,6 nrc.nl,Griekenland betaalt IMF en kan weer even ademhalen,1,FALSE,SPEC_Griekenland WW_betalen SPEC_IMF VG_en WW_kunnen BW_weer BW_even WW_ademhalen,Griekenland betalen IMF en kunnen weer even ademhalen
16499,2015-04-09T13:41:17Z,Internet,6 nrc.nl,Alleen de wetgever kan de bankier nog bij zinnen brengen,-1,FALSE,BW_alleen N_wetgever WW_kunnen N_bankier BW_nog VZ_bij N_zin WW_brengen,alleen wetgever kunnen bankier nog bij zin brengen
16547,2015-04-11T13:00:57Z,Internet,6 nrc.nl,Het is kópen of gekocht worden,0,FALSE,VNW_het WW_zijn WW_kópen VG_of WW_kopen WW_worden,het zijn kópen of kopen worden
16561,2015-04-12T16:01:38Z,Internet,6 nrc.nl,Zó goed gaat het nou ook weer niet met de economie,-1,FALSE,BW_zó ADJ_goed WW_gaan VNW_het BW_nou BW_ook BW_weer BW_niet VZ_met N_economie,zó goed gaan het nou ook weer niet met economie
16569,2015-04-13T06:30:30Z,Internet,6 nrc.nl,Zzp' 'er? Dan heb je vast je pensioen niet geregeld,0,FALSE,N_zzp VNW_er BW_dan WW_hebben VNW_je BW_vast VNW_je N_pensioen BW_niet WW_regelen,zzp er dan hebben je vast je pensioen niet regelen
16599,2015-04-14T10:19:21Z,Internet,6 nrc.nl,Wijkverpleegkundigen vrezen bezuinigingen,-1,FALSE,N_wijkverpleegkundige WW_vrezen N_bezuiniging,wijkverpleegkundige vrezen bezuiniging
16601,2015-04-14T10:33:52Z,Internet,6 nrc.nl,"ABP-pensioen van 2,8 miljoen mensen in 2016 niet verhoogd",-1,FALSE,"N_abp-pensioen VZ_van ADJ_2,8 TW_miljoen N_mens VZ_in TW_2016 BW_niet WW_verhogen","abp-pensioen van 2,8 miljoen mens in 2016 niet verhogen"
16609,2015-04-14T13:00:17Z,Internet,6 nrc.nl,"Wankel herstel van wereldeconomie, zegt het IMF",0,TRUE,WW_wankelen N_herstel VZ_van N_wereldeconomie WW_zeggen N_imf,wankelen herstel van wereldeconomie zeggen imf
16689,2015-04-16T22:03:55Z,Internet,6 nrc.nl,De grootste pensioenfondsen zien hun financiële situatie versle,-1,FALSE,ADJ_groot N_pensioenfonds WW_zien VNW_hun ADJ_financieel N_situatie SPEC_versle,groot pensioenfonds zien hun financieel situatie versle
16701,2015-04-17T11:58:18Z,Internet,6 nrc.nl,Geef de 18-jarige een volwassen loon,0,FALSE,WW_geven ADJ_18-jarig ADJ_volwassen N_loon,geven 18-jarig volwassen loon
16793,2015-04-21T15:19:07Z,Internet,6 nrc.nl,Dijsselbloem: Grexit is geen optie,-1,FALSE,SPEC_Dijsselbloem SPEC_Grexit WW_zijn VNW_geen N_optie,Dijsselbloem Grexit zijn geen optie
16897,2015-04-27T07:01:23Z,Internet,6 nrc.nl,Deutsche Bank bezuinigt miljarden - ' 'duizenden banen op het sp,-1,FALSE,SPEC_Deutsche_Bank WW_bezuinigen N_miljard N_duizend N_baan VZ_op N_sp,Deutsche_Bank bezuinigen miljard duizend baan op sp
16905,2015-04-28T04:30:20Z,Internet,6 nrc.nl,"Crisis of niet, Polen en Bulgaren doen het steeds beter in Neder",1,FALSE,N_crisis VG_of BW_niet SPEC_Polen VG_en N_bulgaren WW_doen VNW_het BW_steeds ADJ_goed VZ_in SPEC_Neder,crisis of niet Polen en bulgaren doen het steeds goed in Neder
16923,2015-04-28T16:13:20Z,Internet,6 nrc.nl,Rekenkamer: slechts helft van de zorgbezuinigingen lukt,-1,FALSE,N_rekenkamer BW_slechts N_helft VZ_van N_zorgbezuiniging WW_lukken,rekenkamer slechts helft van zorgbezuiniging lukken
16939,2015-04-29T08:41:01Z,Internet,6 nrc.nl,Nederland wacht nieuwe Europese naheffing van 200 miljoen,0,FALSE,SPEC_Nederland WW_wachten ADJ_nieuw ADJ_europese N_naheffing VZ_van TW_200 N_miljoen,Nederland wachten nieuw europese naheffing van 200 miljoen
16953,2015-04-29T13:16:08Z,Internet,6 nrc.nl,Amerikaanse economie groeit nauwelijks in eerste kwartaal,0,FALSE,ADJ_amerikaanse N_economie WW_groeien BW_nauwelijks VZ_in TW_een N_kwartaal,amerikaanse economie groeien nauwelijks in een kwartaal
16959,2015-04-29T18:19:04Z,Internet,6 nrc.nl,De Fed houdt rente in de VS ongewijzigd,0,FALSE,SPEC_Fed WW_houden N_rente VZ_in SPEC_VS ADJ_ongewijzigd,Fed houden rente in VS ongewijzigd
16981,2015-05-01T05:30:07Z,Internet,6 nrc.nl,Gehandicapten dreigen ' 'garantiebanen' ' massaal mis te lopen,-1,FALSE,ADJ_gehandicapt WW_dreigen N_garantiebaan ADJ_massaal ADJ_mis VZ_te WW_lopen,gehandicapt dreigen garantiebaan massaal mis te lopen
17043,2015-05-05T08:46:46Z,Internet,6 nrc.nl,Spaanse arbeidsmarkt laat opmerkelijke groei zien,1,FALSE,ADJ_spaanse N_arbeidsmarkt WW_laten ADJ_opmerkelijk N_groei WW_zien,spaanse arbeidsmarkt laten opmerkelijk groei zien
17075,2015-05-07T07:49:02Z,Internet,6 nrc.nl,Inflatie stijgt voor derde maand op rij,0,FALSE,N_inflatie WW_stijgen VZ_voor TW_drie N_maand VZ_op N_rij,inflatie stijgen voor drie maand op rij
17079,2015-05-07T07:58:17Z,Internet,6 nrc.nl,Siemens schrapt nog eens 4500 banen,-1,FALSE,SPEC_Siemens WW_schrappen BW_nog_eens TW_4500 N_baan,Siemens schrappen nog_eens 4500 baan
17085,2015-05-07T19:02:22Z,Internet,6 nrc.nl,SBM Offshore schrapt meer banen na tegenvallend kwartaal,-1,FALSE,SPEC_SBM_Offshore WW_schrappen VNW_veel N_baan VZ_na WW_tegenvallen N_kwartaal,SBM_Offshore schrappen veel baan na tegenvallen kwartaal
17087,2015-05-08T05:49:38Z,Internet,6 nrc.nl,"CBS: als euro zakt, profiteert Nederlandse export",0,FALSE,SPEC_CBS VZ_als N_euro WW_zakken WW_profiteren ADJ_nederlands N_export,CBS als euro zakken profiteren nederlands export
17123,2015-05-11T15:35:56Z,Internet,6 nrc.nl," 'Griekenland betaalt IMF, nog geen akkoord met eurogroep verwac",0,FALSE,SPEC_Griekenland WW_betalen SPEC_IMF BW_nog_geen N_akkoord VZ_met N_eurogroep N_verwac,Griekenland betalen IMF nog_geen akkoord met eurogroep verwac
17151,2015-05-13T07:34:35Z,Internet,6 nrc.nl,"Nederlandse economie groeit opnieuw, maar wel minder hard",0,FALSE,ADJ_nederlands N_economie WW_groeien BW_opnieuw VG_maar BW_wel VNW_minder ADJ_hard,nederlands economie groeien opnieuw maar wel minder hard
17245,2015-05-18T06:00:28Z,Internet,6 nrc.nl,Kledingwinkels leveren ruim tweederde winstmarge in,-1,FALSE,N_kledingwinkel WW_leveren ADJ_ruim ADJ_tweederde N_winstmarge VZ_in,kledingwinkel leveren ruim tweederde winstmarge in
17277,2015-05-19T09:44:10Z,Internet,6 nrc.nl,IMF:  5.300 miljard dollar subsidie voor steenkool en olie is ',-1,FALSE,SPEC_IMF TW_5.300 N_miljard N_dollar N_subsidie VZ_voor N_steenkool VG_en N_olie WW_zijn,IMF 5.300 miljard dollar subsidie voor steenkool en olie zijn
17285,2015-05-19T14:59:13Z,Internet,6 nrc.nl, 'Grote reorganisatie Belastingdienst: 5.000 banen weg' ',-1,FALSE,ADJ_groot N_reorganisatie SPEC_Belastingdienst TW_5.000 N_baan BW_weg,groot reorganisatie Belastingdienst 5.000 baan weg
17291,2015-05-19T19:00:20Z,Internet,6 nrc.nl,Het is nú tijd voor huizenjacht - niet over zes weken,0,FALSE,VNW_het WW_zijn BW_nú N_tijd VZ_voor N_huizenjacht BW_niet VZ_over TW_zes N_week,het zijn nú tijd voor huizenjacht niet over zes week
17355,2015-05-22T07:56:24Z,Internet,6 nrc.nl,Consumenten besteden wederom meer. Hun vertrouwen stijgt ook wee,1,TRUE,N_consument WW_besteden BW_wederom VNW_veel VNW_hun N_vertrouwen WW_stijgen BW_ook N_wee,consument besteden wederom veel hun vertrouwen stijgen ook wee
17363,2015-05-22T16:43:03Z,Internet,6 nrc.nl,Nederland misschien straks weer triple A-land bij S&P,1,FALSE,SPEC_Nederland BW_misschien BW_straks BW_weer SPEC_triple SPEC_A-land VZ_bij SPEC_S SPEC_P,Nederland misschien straks weer triple A-land bij S P
17381,2015-05-23T14:36:46Z,Internet,6 nrc.nl,Bank of England kijkt naar gevolgen van ' 'Brexit' ',0,FALSE,N_bank VG_of SPEC_England WW_kijken VZ_naar N_gevolg VZ_van SPEC_Brexit,bank of England kijken naar gevolg van Brexit
17403,2015-05-24T10:11:42Z,Internet,6 nrc.nl,Griekse minister: we hebben het geld niet voor volgende IMF-beta,-1,TRUE,ADJ_griekse N_minister VNW_we WW_hebben N_geld BW_niet VZ_voor WW_volgen SPEC_IMF-beta,griekse minister we hebben geld niet voor volgen IMF-beta
17429,2015-05-26T06:19:53Z,Internet,6 nrc.nl, 'Kabinet trekt portemonnee om migratie tegen te gaan' ',0,FALSE,N_kabinet WW_trekken N_portemonnee VZ_om N_migratie VZ_tegen VZ_te WW_gaan,kabinet trekken portemonnee om migratie tegen te gaan
17451,2015-05-27T06:08:18Z,Internet,6 nrc.nl,Omzet Ahold stijgt eerste kwartaal flink - winst valt tegen,0,FALSE,N_omzet SPEC_Ahold WW_stijgen TW_een N_kwartaal ADJ_flink N_winst WW_vallen VZ_tegen,omzet Ahold stijgen een kwartaal flink winst vallen tegen
17463,2015-05-27T11:26:23Z,Internet,6 nrc.nl,Regionale omroepen krijgen één bestuur en dat kost tot 180 ban,0,FALSE,ADJ_regionaal N_omroep WW_krijgen TW_een N_bestuur VG_en VNW_dat WW_kosten VZ_tot TW_180 N_ban,regionaal omroep krijgen een bestuur en dat kosten tot 180 ban
17479,2015-05-28T05:23:16Z,Internet,6 nrc.nl,DNB-president Knot herhaalt: leengrens hypotheek moet omlaag,0,FALSE,N_dnb-president SPEC_Knot WW_herhalen N_leengrens N_hypotheek WW_moeten BW_omlaag,dnb-president Knot herhalen leengrens hypotheek moeten omlaag
17483,2015-05-28T09:20:49Z,Internet,6 nrc.nl,Europarlement en lidstaten akkoord over investeringsfonds Juncke,1,FALSE,SPEC_Europarlement VG_en N_lidstaat N_akkoord VZ_over N_investeringsfonds SPEC_Juncke,Europarlement en lidstaat akkoord over investeringsfonds Juncke
17497,2015-05-28T17:26:11Z,Internet,6 nrc.nl,IMF-topvrouw Lagarde: ' 'eurozone zou vertrek Griekenland overle,1,FALSE,N_imf-topvrouw SPEC_Lagarde N_eurozone WW_zullen WW_vertrekken SPEC_Griekenland_overle,imf-topvrouw Lagarde eurozone zullen vertrekken Griekenland_overle
17535,2015-05-30T05:03:15Z,Internet,6 nrc.nl,Hongaarse arbeiders onderbetaald tijdens werk voor overheid,0,FALSE,ADJ_hongaars N_arbeider WW_onderbetalen VZ_tijdens N_werk VZ_voor N_overheid,hongaars arbeider onderbetalen tijdens werk voor overheid
17571,2015-06-01T06:32:19Z,Internet,6 nrc.nl,"Omzet bouw blijft groeien, vooral bij kleine bouwbedrijven",1,FALSE,N_omzet N_bouw WW_blijven WW_groeien BW_vooral VZ_bij ADJ_klein N_bouwbedrijf,omzet bouw blijven groeien vooral bij klein bouwbedrijf
17593,2015-06-01T15:51:14Z,Internet,6 nrc.nl,Kabinet voorziet lagere staatsschuld door meevallers,1,FALSE,N_kabinet WW_voorzien ADJ_laag N_staatsschuld VZ_door N_meevaller,kabinet voorzien laag staatsschuld door meevaller
17599,2015-06-01T18:58:31Z,Internet,6 nrc.nl,Rekenkamer: noodhulp Griekenland komt niet meer terug,-1,FALSE,N_rekenkamer N_noodhulp SPEC_Griekenland WW_komen BW_niet VNW_veel BW_terug,rekenkamer noodhulp Griekenland komen niet veel terug
17619,2015-06-02T13:37:02Z,Internet,6 nrc.nl,Vanaf 2021 doorwerken tot 67 jaar,0,FALSE,VZ_vanaf SPEC_2021 WW_doorwerken VZ_tot TW_67 N_jaar,vanaf 2021 doorwerken tot 67 jaar
17627,2015-06-03T07:58:01Z,Internet,6 nrc.nl,Tsipras dreigt betaling aan IMF niet te halen - vanavond overleg,0,FALSE,BW_tsipras WW_dreigen N_betaling VZ_aan SPEC_IMF BW_niet VZ_te WW_halen BW_vanavond N_overleg,tsipras dreigen betaling aan IMF niet te halen vanavond overleg
17633,2015-06-03T08:36:01Z,Internet,6 nrc.nl,OESO nog optimistischer over Nederlandse economie,1,FALSE,SPEC_OESO BW_nog ADJ_optimistisch VZ_over ADJ_nederlands N_economie,OESO nog optimistisch over nederlands economie
17647,2015-06-03T13:13:38Z,Internet,6 nrc.nl,"Draghi: open geldkraan helpt, dichtdraaien niet aan de orde",0,FALSE,SPEC_Draghi ADJ_open N_geldkraan WW_helpen WW_dichtdraaien BW_niet VZ_aan_de_orde,Draghi open geldkraan helpen dichtdraaien niet aan_de_orde
17669,2015-06-04T11:31:22Z,Internet,6 nrc.nl,NS en vakbonden bereiken overeenstemming nieuwe CAO,1,FALSE,SPEC_NS VG_en N_vakbond WW_bereiken N_overeenstemming ADJ_nieuw N_cao,NS en vakbond bereiken overeenstemming nieuw cao
17673,2015-06-04T12:27:16Z,Internet,6 nrc.nl,Honderden ontslagen bij FrieslandCampina,-1,FALSE,TW_honderd WW_ontslaan VZ_bij SPEC_FrieslandCampina,honderd ontslaan bij FrieslandCampina
17715,2015-06-06T06:00:35Z,Internet,6 nrc.nl,Er is weer veel werk voor top-zzp' 'ers,1,FALSE,VNW_er WW_zijn BW_weer VNW_veel N_werk VZ_voor N_top-zzp N_er,er zijn weer veel werk voor top-zzp er
17751,2015-06-08T07:16:28Z,Internet,6 nrc.nl, 'Máxima MC betaalde miljoen aan ontslagpremies ex-bestuurders',0,FALSE,SPEC_Máxima_MC WW_betalen N_miljoen VZ_aan N_ontslagpremie N_ex-bestuurders,Máxima_MC betalen miljoen aan ontslagpremie ex-bestuurders
17757,2015-06-08T11:00:27Z,Internet,6 nrc.nl,DNB: Nederland profiteert van geldverruiming ECB,1,FALSE,SPEC_DNB SPEC_Nederland WW_profiteren VZ_van N_geldverruiming SPEC_ECB,DNB Nederland profiteren van geldverruiming ECB
17775,2015-06-09T06:38:16Z,Internet,6 nrc.nl,HSBC schrapt meer dan 22.000 banen,-1,FALSE,SPEC_HSBC WW_schrappen VNW_veel_dan TW_22.000 N_baan,HSBC schrappen veel_dan 22.000 baan
17783,2015-06-09T16:30:55Z,Internet,6 nrc.nl,Miljoenenbezuiniging kabinet in gevaar - ' 'onvoldoende onderbou,-1,FALSE,N_miljoenenbezuiniging N_kabinet VZ_in N_gevaar ADJ_onvoldoend N_onderbou,miljoenenbezuiniging kabinet in gevaar onvoldoend onderbou
17791,2015-06-10T04:00:14Z,Internet,6 nrc.nl,Zijn we ein-de-lijk uit de crisis?,0,FALSE,WW_zijn VNW_we ADJ_ein-de-lijk VZ_uit N_crisis,zijn we ein-de-lijk uit crisis
17809,2015-06-10T11:13:04Z,Internet,6 nrc.nl,Scheepsbouwer IHC Merwede schrapt rond de 1600 banen,-1,FALSE,N_scheepsbouwer SPEC_IHC_Merwede WW_schrappen VZ_rond_de TW_1600 N_baan,scheepsbouwer IHC_Merwede schrappen rond_de 1600 baan
17825,2015-06-11T03:01:07Z,Internet,6 nrc.nl,Griekenland en schuldeisers: meer onderhandelingen nodig,-1,TRUE,SPEC_Griekenland VG_en N_schuldeiser VNW_veel N_onderhandeling ADJ_nodig,Griekenland en schuldeiser veel onderhandeling nodig
17831,2015-06-11T06:41:09Z,Internet,6 nrc.nl,Advies CPB: WW omlaag om werkloosheid ouderen aan te pakken,-1,FALSE,N_advies SPEC_CPB SPEC_WW BW_omlaag VZ_om N_werkloosheid ADJ_oud VZ_aan VZ_te_pakken,advies CPB WW omlaag om werkloosheid oud aan te_pakken
17839,2015-06-11T13:44:51Z,Internet,6 nrc.nl,Wiebes: komende weken met oppositie praten over belastingen,0,FALSE,N_wiebes WW_komen N_week VZ_met N_oppositie WW_praten VZ_over N_belasting,wiebes komen week met oppositie praten over belasting
17859,2015-06-12T09:53:55Z,Internet,6 nrc.nl, 'Nederlanders moeten pensioen in één keer op kunnen nemen' ',0,FALSE,SPEC_Nederlanders WW_moeten N_pensioen VZ_in TW_een N_keer VZ_op WW_kunnen WW_nemen,Nederlanders moeten pensioen in een keer op kunnen nemen
17887,2015-06-13T17:37:46Z,Internet,6 nrc.nl, 'IMF blokkeerde compromis tussen Grieken en eurolanden' ',0,FALSE,SPEC_IMF WW_blokkeren N_compromis VZ_tussen N_griek VG_en N_euroland,IMF blokkeren compromis tussen griek en euroland
17903,2015-06-14T17:47:54Z,Internet,6 nrc.nl,Gesprekken tussen Griekenland en schuldeisers weer mislukt,-1,FALSE,N_gesprek VZ_tussen N_griekenland VG_en N_schuldeiser BW_weer WW_mislukken,gesprek tussen griekenland en schuldeiser weer mislukken
17917,2015-06-15T11:29:22Z,Internet,6 nrc.nl,Samsom: coalitie akkoord over herziening belastingstelsel,0,FALSE,N_samsom N_coalitie ADJ_akkoord VZ_over N_herziening N_belastingstelsel,samsom coalitie akkoord over herziening belastingstelsel
17975,2015-06-17T11:29:01Z,Internet,6 nrc.nl," 'Btw-verhoging ten koste van banen, boeken en kranten' '",-1,FALSE,N_btw-verhoging VZ_te_kost_van N_baan N_boek VG_en N_krant,btw-verhoging te_kost_van baan boek en krant
17995,2015-06-18T07:47:46Z,Internet,6 nrc.nl,"Werkloosheid daalt, vooral meer vrouwen aan het werk",1,FALSE,N_werkloosheid WW_dalen BW_vooral VNW_veel N_vrouw VZ_aan_het N_werk,werkloosheid dalen vooral veel vrouw aan_het werk
17997,2015-06-18T08:29:39Z,Internet,6 nrc.nl,Consumentenvertrouwen hoogste niveau in bijna acht jaar tijd,1,FALSE,N_consumentenvertrouwen ADJ_hoog N_niveau VZ_in BW_bijna TW_acht N_jaar N_tijd,consumentenvertrouwen hoog niveau in bijna acht jaar tijd
18015,2015-06-18T19:01:55Z,Internet,6 nrc.nl, 'Fors meer wegenbelasting voor mensen met vieze diesels' ',-1,FALSE,SPEC_Fors VNW_veel N_wegenbelasting VZ_voor N_mens VZ_met ADJ_vies N_diesel,Fors veel wegenbelasting voor mens met vies diesel
18017,2015-06-18T20:50:56Z,Internet,6 nrc.nl,ECB: onzeker of Griekse banken maandag opengaan,0,FALSE,SPEC_ECB ADJ_onzeker VG_of ADJ_griekse N_bank SPEC_maandag WW_opengaan,ECB onzeker of griekse bank maandag opengaan
18027,2015-06-19T08:11:06Z,Internet,6 nrc.nl,Chinese beurs lijdt grootste weekverlies sinds 2008,-1,FALSE,ADJ_chinese N_beurs WW_lijden ADJ_groot N_weekverlies VZ_sinds TW_2008,chinese beurs lijden groot weekverlies sinds 2008
18031,2015-06-19T08:49:57Z,Internet,6 nrc.nl, 'Nieuw belastingstelsel levert maximaal 60.000 banen op' ',1,FALSE,ADJ_nieuw N_belastingstelsel WW_leveren ADJ_maximaal TW_60.000 N_baan VZ_op,nieuw belastingstelsel leveren maximaal 60.000 baan op
18065,2015-06-20T10:00:09Z,Internet,6 nrc.nl,Deze economen zijn kritisch over het nieuwe belastingplan,0,FALSE,VNW_deze N_econoom WW_zijn ADJ_kritisch VZ_over ADJ_nieuw N_belastingplan,deze econoom zijn kritisch over nieuw belastingplan
18069,2015-06-20T13:00:47Z,Internet,6 nrc.nl,Je kent hem van zijn beleggingsadvies en zijn moppen,0,FALSE,VNW_je WW_kennen VNW_hem VZ_van WW_zijn N_beleggingsadvies VG_en VNW_zijn N_mop,je kennen hem van zijn beleggingsadvies en zijn mop
18093,2015-06-22T08:15:44Z,Internet,6 nrc.nl,"Huizenprijzen stijgen met 2,6 procent in mei",0,FALSE,"N_huizenprijs WW_stijgen VZ_met TW_2,6 N_procent VZ_in SPEC_mei","huizenprijs stijgen met 2,6 procent in mei"
18109,2015-06-23T04:58:55Z,Internet,6 nrc.nl,Eurotop acht compromis met Griekenland mogelijk,0,FALSE,SPEC_Eurotop TW_acht N_compromis VZ_met SPEC_Griekenland ADJ_mogelijk,Eurotop acht compromis met Griekenland mogelijk
18139,2015-06-24T05:44:26Z,Internet,6 nrc.nl,Werkgeversvoorman fel over uitkeringsgerechtigden: labbekakken,0,FALSE,N_werkgeversvoorman ADJ_fel VZ_over ADJ_uitkeringsgerechtigd SPEC_labbekakken,werkgeversvoorman fel over uitkeringsgerechtigd labbekakken
